,발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,발생월,발생일,발생시
25845,2017,2017-09-11 16:00,주간,월,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966504,1948897,127.1208479,37.53878703,9,11,16
25861,2017,2017-09-12 14:00,주간,화,1,1,0,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로내,승합차,이륜차,938048,1953819,126.7983464,37.58167512,9,12,14
25876,2017,2017-09-13 19:00,야간,수,1,1,0,0,0,서울,구로구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,945507,1944682,126.8834989,37.49979452,9,13,19
25904,2017,2017-09-16 18:00,야간,토,1,1,0,0,0,서울,영등포구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,945497,1950448,126.8829579,37.55176348,9,16,18
25927,2017,2017-09-18 18:00,야간,월,1,2,1,0,0,서울,동대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,승용차,960259,1953943,127.0498871,37.58402,9,18,18
25946,2017,2017-09-19 19:00,야간,화,1,1,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942376,1945042,126.8480449,37.50284723,9,19,19
25984,2017,2017-09-22 9:00,주간,금,1,1,0,0,0,서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,961193,1949572,127.0606968,37.54466271,9,22,9
25995,2017,2017-09-22 22:00,야간,금,1,1,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,주차장,주차장,승용차,보행자,949244,1940653,126.9260529,37.46369324,9,22,22
26005,2017,2017-09-23 10:00,주간,토,1,5,2,2,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,946981,1940878,126.9004481,37.46559416,9,23,10
26007,2017,2017-09-23 13:00,주간,토,1,1,0,0,0,서울,성동구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,자전거,959178,1952572,127.0377203,37.5716155,9,23,13
26018,2017,2017-09-24 3:00,야간,일,2,3,1,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,965851,1947554,127.113519,37.52665805,9,24,3
26023,2017,2017-09-24 11:00,주간,일,1,1,0,0,0,서울,노원구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,963856,1958353,127.0904084,37.62391687,9,24,11
26032,2017,2017-09-25 0:00,야간,월,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964589,1946952,127.0992657,37.52118438,9,25,0
26039,2017,2017-09-25 11:00,주간,월,1,1,0,0,0,서울,종로구,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,건설기계,보행자,954998,1953236,126.9903456,37.57740542,9,25,11
26042,2017,2017-09-25 14:00,주간,월,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,957949,1954216,127.0237088,37.58637794,9,25,14
26049,2017,2017-09-26 1:00,야간,화,1,1,0,0,0,서울,강서구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,942775,1952474,126.8519851,37.56985876,9,26,1
26050,2017,2017-09-26 5:00,야간,화,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,947908,1945765,126.9105843,37.50969443,9,26,5
26060,2017,2017-09-26 15:00,주간,화,2,3,0,1,0,서울,서초구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,960273,1939315,127.0508366,37.45217316,9,26,15
26066,2017,2017-09-26 21:00,야간,화,1,2,1,0,0,서울,동작구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,승용차,보행자,952792,1945425,126.9658658,37.50689635,9,26,21
26068,2017,2017-09-26 23:00,야간,화,1,2,1,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,948651,1948004,126.9188344,37.52991657,9,26,23
26082,2017,2017-09-27 21:00,야간,수,1,1,0,0,0,서울,중구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,955436,1951483,126.9954125,37.56162658,9,27,21
26094,2017,2017-09-29 1:00,야간,금,1,1,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,958007,1945041,127.0248908,37.50368368,9,29,1
26095,2017,2017-09-29 5:00,야간,금,1,1,0,0,0,서울,강남구,차대사람,보도통행중,보도통행중,신호위반,교차로,교차로부근,승용차,보행자,958912,1946342,127.0350569,37.5154508,9,29,5
26097,2017,2017-09-29 6:00,주간,금,1,1,0,0,0,서울,강남구,차대차,추돌,추돌,과속,단일로,기타단일로,승용차,이륜차,960095,1941705,127.0486947,37.47370762,9,29,6
26112,2017,2017-09-30 4:00,야간,토,1,1,0,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,교량위,승용차,이륜차,960749,1947669,127.0557725,37.52749152,9,30,4
26145,2017,2017-10-02 4:00,야간,월,1,1,0,0,0,서울,동대문구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,961892,1952689,127.0684474,37.57278641,10,2,4
26147,2017,2017-10-02 5:00,야간,월,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승합차,보행자,950350,1954550,126.9376194,37.58900965,10,2,5
26161,2017,2017-10-04 2:00,야간,수,1,1,0,0,0,서울,강북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,957017,1958336,127.0129107,37.62346918,10,4,2
26178,2017,2017-10-06 20:00,야간,금,1,2,0,1,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,954493,1946851,126.9850227,37.51983114,10,6,20
26198,2017,2017-10-09 4:00,야간,월,1,1,0,0,0,서울,도봉구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960407,1965213,127.0509524,37.68560495,10,9,4
26224,2017,2017-10-10 23:00,야간,화,1,1,0,0,0,서울,성북구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,960502,1958054,127.0524173,37.62108386,10,10,23
26230,2017,2017-10-11 5:00,야간,수,1,1,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,941373,1947211,126.8365304,37.52233518,10,11,5
26249,2017,2017-10-13 10:00,주간,금,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,신호위반,기타,기타,화물차,보행자,961620,1954717,127.065261,37.59105404,10,13,10
26254,2017,2017-10-13 17:00,주간,금,1,1,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,944431,1946407,126.871196,37.51527798,10,13,17
26260,2017,2017-10-13 20:00,야간,금,1,1,0,0,0,서울,강북구,차대사람,기타,기타,기타,단일로,기타단일로,승합차,보행자,957709,1958044,127.0207692,37.62086944,10,13,20
26281,2017,2017-10-15 6:00,주간,일,1,1,0,0,0,서울,광진구,차대차,기타,기타,안전운전 의무 불이행,단일로,교량위,승용차,자전거,965434,1949455,127.1087102,37.54377699,10,15,6
26285,2017,2017-10-15 9:00,주간,일,1,2,1,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,946972,1947698,126.8998546,37.52706351,10,15,9
26287,2017,2017-10-15 11:00,주간,일,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959854,1953464,127.0453264,37.57968507,10,15,11
26295,2017,2017-10-15 21:00,야간,일,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,960514,1940176,127.0535152,37.45994407,10,15,21
26307,2017,2017-10-16 21:00,야간,월,1,1,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로횡단보도내,원동기장치자전거,승용차,949049,1956510,126.9227474,37.60660411,10,16,21
26309,2017,2017-10-17 0:00,야간,화,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,947710,1951820,126.9079127,37.56425772,10,17,0
26312,2017,2017-10-17 5:00,야간,화,1,2,1,0,0,서울,동작구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,원동기장치자전거,948222,1944303,126.91424,37.49653482,10,17,5
26354,2017,2017-10-20 6:00,주간,금,1,1,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,960409,1957437,127.0513969,37.61551871,10,20,6
26358,2017,2017-10-20 12:00,주간,금,2,2,0,0,0,서울,동대문구,차대사람,기타,기타,중앙선 침범,단일로,기타단일로,승용차,보행자,959661,1953328,127.0431481,37.57845082,10,20,12
26368,2017,2017-10-20 18:00,야간,금,1,2,0,1,0,서울,노원구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,960910,1963366,127.0567561,37.66897929,10,20,18
26407,2017,2017-10-23 0:00,야간,월,1,1,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949391,1945824,126.9273595,37.51030874,10,23,0
26422,2017,2017-10-24 0:00,야간,화,1,1,0,0,0,서울,강남구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,959865,1944132,127.0459612,37.4955732,10,24,0
26429,2017,2017-10-24 11:00,주간,화,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,951159,1954923,126.9467576,37.59241484,10,24,11
26439,2017,2017-10-25 0:00,야간,수,1,6,3,1,1,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,952950,1951507,126.967258,37.56171471,10,25,0
26501,2017,2017-10-30 1:00,야간,월,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,963625,1950866,127.0881627,37.55642521,10,30,1
26506,2017,2017-10-30 11:00,주간,월,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,959345,1958899,127.0392598,37.62864955,10,30,11
26508,2017,2017-10-30 15:00,주간,월,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,950164,1959937,126.9351456,37.63755292,10,30,15
26509,2017,2017-10-30 16:00,주간,월,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,960990,1946503,127.0585619,37.51699217,10,30,16
26518,2017,2017-10-31 4:00,야간,화,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,화물차,보행자,950739,1944161,126.9427228,37.49539269,10,31,4
26533,2017,2017-10-31 18:00,야간,화,1,1,0,0,0,서울,구로구,차대차,기타,기타,신호위반,교차로,교차로횡단보도내,승용차,자전거,942333,1944944,126.8475717,37.5019631,10,31,18
26559,2017,2017-11-02 17:00,주간,목,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,963644,1956073,127.0881194,37.60335827,11,2,17
26566,2017,2017-11-03 0:00,야간,금,1,1,0,0,0,서울,노원구,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,이륜차,962137,1959011,127.0708947,37.62977834,11,3,0
26573,2017,2017-11-03 18:00,야간,금,1,1,0,0,0,서울,종로구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,기타,955155,1952469,126.9921705,37.57049996,11,3,18
26582,2017,2017-11-04 11:00,주간,토,1,1,0,0,0,서울,동대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959813,1953238,127.0448711,37.57764266,11,4,11
26585,2017,2017-11-04 23:00,야간,토,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,947591,1946868,126.9069213,37.5196162,11,4,23
26595,2017,2017-11-05 23:00,야간,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,948423,1946681,126.9163469,37.51797943,11,5,23
26598,2017,2017-11-06 3:00,야간,월,1,1,0,0,0,서울,동대문구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,959100,1954476,127.0367307,37.58877327,11,6,3
26600,2017,2017-11-06 11:00,주간,월,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,947084,1946315,126.9012217,37.51460477,11,6,11
26603,2017,2017-11-06 15:00,주간,월,1,1,0,0,0,서울,구로구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,940293,1943530,126.824608,37.48908893,11,6,15
26620,2017,2017-11-07 17:00,주간,화,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,945623,1943361,126.8849089,37.48789498,11,7,17
26627,2017,2017-11-08 4:00,야간,수,1,1,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,951708,1947518,126.9534638,37.52570134,11,8,4
26626,2017,2017-11-08 4:00,야간,수,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로횡단보도내,자전거,화물차,961190,1957126,127.0602626,37.61274891,11,8,4
26629,2017,2017-11-08 10:00,주간,수,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,966981,1942338,127.1265418,37.47968495,11,8,10
26641,2017,2017-11-09 9:00,주간,목,1,1,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,954193,1942737,126.9818842,37.48273559,11,9,9
26644,2017,2017-11-09 18:00,야간,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,965258,1945244,127.1069171,37.50581488,11,9,18
26645,2017,2017-11-09 18:00,야간,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,965141,1945371,127.1055874,37.50695518,11,9,18
26682,2017,2017-11-13 0:00,야간,월,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,이륜차,960395,1946386,127.0518354,37.51591225,11,13,0
26697,2017,2017-11-14 8:00,주간,화,2,2,0,0,0,서울,성동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,961129,1949480,127.0599772,37.54383079,11,14,8
26725,2017,2017-11-16 6:00,주간,목,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,945652,1954633,126.8844022,37.5894922,11,16,6
26779,2017,2017-11-21 1:00,야간,화,1,1,0,0,0,서울,용산구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953230,1948206,126.9706443,37.5319809,11,21,1
26781,2017,2017-11-21 5:00,야간,화,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,956821,1956482,127.0107992,37.60674959,11,21,5
26826,2017,2017-11-23 19:00,야간,목,1,1,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,947462,1942505,126.905771,37.48028615,11,23,19
26833,2017,2017-11-24 6:00,주간,금,1,2,0,1,0,서울,구로구,차대사람,기타,기타,신호위반,교차로,교차로내,화물차,보행자,941617,1943339,126.839599,37.4874521,11,24,6
26871,2017,2017-11-27 3:00,야간,월,1,2,1,0,0,서울,종로구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,954787,1952774,126.9879846,37.57323099,11,27,3
26898,2017,2017-11-30 5:00,야간,목,1,1,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,952343,1945450,126.9607842,37.50709499,11,30,5
26905,2017,2017-11-30 18:00,야간,목,1,1,0,0,0,서울,노원구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,962856,1957763,127.0791064,37.61855918,11,30,18
26907,2017,2017-11-30 22:00,야간,목,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,949754,1956835,126.930712,37.60957215,11,30,22
26912,2017,2017-12-01 5:00,야간,금,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,941162,1949185,126.8339845,37.54011342,12,1,5
26933,2017,2017-12-02 19:00,야간,토,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,959060,1954916,127.036253,37.59273731,12,2,19
26938,2017,2017-12-03 4:00,야간,일,1,2,1,0,0,서울,용산구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,954901,1946818,126.9896417,37.51955374,12,3,4
26945,2017,2017-12-04 4:00,야간,월,1,1,0,0,0,서울,종로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957352,1952764,127.0170316,37.57326326,12,4,4
26949,2017,2017-12-04 13:00,주간,월,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,961413,1955971,127.0628502,37.60234801,12,4,13
26950,2017,2017-12-04 16:00,주간,월,1,1,0,0,0,서울,은평구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,948408,1956382,126.9154945,37.6054147,12,4,16
26952,2017,2017-12-04 17:00,주간,월,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,969542,1950703,127.1551605,37.55517069,12,4,17
26982,2017,2017-12-07 14:00,주간,목,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,건설기계,보행자,965739,1946545,127.1122986,37.51755935,12,7,14
26985,2017,2017-12-07 17:00,주간,목,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,968319,1951020,127.1413004,37.55798669,12,7,17
27011,2017,2017-12-09 5:00,야간,토,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951458,1946089,126.9507302,37.51280562,12,9,5
27020,2017,2017-12-10 3:00,야간,일,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,942263,1944906,126.8467828,37.50161622,12,10,3
27040,2017,2017-12-12 19:00,야간,화,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,화물차,957891,1952985,127.0231226,37.57528,12,12,19
27043,2017,2017-12-13 0:00,야간,수,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,963109,1954784,127.0821234,37.59171885,12,13,0
27055,2017,2017-12-14 14:00,주간,목,1,1,0,0,0,서울,동작구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,자전거,승합차,950412,1945183,126.9389548,37.50458671,12,14,14
27060,2017,2017-12-14 19:00,야간,목,1,1,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,950075,1943136,126.9352811,37.48611845,12,14,19
27069,2017,2017-12-15 13:00,주간,금,1,1,0,0,0,서울,동작구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,화물차,950498,1944958,126.9399429,37.50256335,12,15,13
27083,2017,2017-12-16 12:00,주간,토,1,1,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,966607,1948503,127.122034,37.53524129,12,16,12
27088,2017,2017-12-17 2:00,야간,일,1,3,0,2,0,서울,서초구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,959378,1940491,127.040653,37.46273408,12,17,2
27093,2017,2017-12-18 0:00,야간,월,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957448,1959239,127.0177421,37.63162811,12,18,0
27095,2017,2017-12-18 10:00,주간,월,1,2,1,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951562,1943316,126.9520885,37.48782003,12,18,10
27112,2017,2017-12-19 23:00,야간,화,1,1,0,0,0,서울,관악구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,952139,1941706,126.9587197,37.47333872,12,19,23
27146,2017,2017-12-22 11:00,주간,금,1,1,0,0,0,서울,광진구,차대차,기타,기타,안전운전 의무 불이행,기타,기타,원동기장치자전거,건설기계,963798,1949349,127.0901962,37.54275876,12,22,11
27152,2017,2017-12-22 19:00,야간,금,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,958864,1950827,127.0342625,37.55587337,12,22,19
27164,2017,2017-12-23 17:00,주간,토,1,1,0,0,0,서울,노원구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,원동기장치자전거,962003,1960079,127.0693205,37.63939891,12,23,17
27202,2017,2017-12-27 5:00,야간,수,1,1,0,0,0,서울,동대문구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,958287,1953642,127.0275686,37.58122063,12,27,5
27209,2017,2017-12-27 14:00,주간,수,1,6,1,4,0,서울,종로구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,956816,1952587,127.0109723,37.57164293,12,27,14
27212,2017,2017-12-27 18:00,야간,수,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,화물차,보행자,948437,1954788,126.9159353,37.59104953,12,27,18
27217,2017,2017-12-27 22:00,야간,수,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,962356,1945860,127.0740522,37.51125332,12,27,22
27224,2017,2017-12-28 23:00,야간,목,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,957912,1952943,127.0233629,37.57490241,12,28,23
27227,2017,2017-12-29 4:00,야간,금,1,1,0,0,0,서울,서초구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,건설기계,이륜차,954443,1941206,126.9848065,37.46894854,12,29,4
27261,2018,2018-01-01 19:00,야간,월,1,1,0,0,0,서울,은평구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,949007,1957743,126.9221856,37.61771486,1,1,19
27278,2018,2018-01-03 6:00,주간,수,2,2,0,0,0,서울,용산구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,952818,1948859,126.9659394,37.53784554,1,3,6
27283,2018,2018-01-04 6:00,주간,목,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,승용차,보행자,956197,1942704,127.0045523,37.48253537,1,4,6
27284,2018,2018-01-04 7:00,주간,목,1,1,0,0,0,서울,중랑구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,962641,1957216,127.0766982,37.61362022,1,4,7
27287,2018,2018-01-04 14:00,주간,목,1,1,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,949202,1944843,126.9252888,37.50145641,1,4,14
27293,2018,2018-01-05 0:00,야간,금,1,3,2,0,0,서울,강서구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,940755,1952815,126.8290845,37.5728044,1,5,0
27306,2018,2018-01-06 5:00,야간,토,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,954826,1948409,126.9886951,37.53389018,1,6,5
27314,2018,2018-01-06 23:00,야간,토,1,2,1,0,0,서울,강서구,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,승용차,941451,1953365,126.8369218,37.57780605,1,6,23
27324,2018,2018-01-07 21:00,야간,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,948462,1946568,126.9167962,37.51696312,1,7,21
27330,2018,2018-01-08 13:00,주간,월,1,1,0,0,0,서울,강남구,차대사람,기타,기타,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,960661,1943434,127.0550033,37.4893161,1,8,13
27333,2018,2018-01-08 23:00,야간,월,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966474,1947980,127.1205502,37.53052064,1,8,23
27344,2018,2018-01-09 21:00,야간,화,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,959779,1949950,127.0446698,37.54800911,1,9,21
27351,2018,2018-01-10 18:00,야간,수,1,2,0,0,1,서울,중구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,승용차,보행자,956090,1951798,127.0027984,37.56449716,1,10,18
27354,2018,2018-01-10 20:00,야간,수,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,941837,1944718,126.8419783,37.49989502,1,10,20
27368,2018,2018-01-12 3:00,야간,금,1,1,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,938157,1953582,126.7996008,37.57954641,1,12,3
27380,2018,2018-01-13 1:00,야간,토,1,3,0,2,0,서울,영등포구,차대사람,기타,기타,과속,교차로,교차로내,승용차,보행자,948903,1947385,126.9217294,37.52435142,1,13,1
27399,2018,2018-01-15 19:00,야간,월,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,보행자,958632,1951659,127.0315889,37.56336202,1,15,19
